house_type,house_size,location,city,latitude,longitude,price,currency,numBathrooms,verificationDate,description,SecurityDeposit,Status
4 BHK Apartment,"3,070 sq ft",Kondapur,Hyderabad,17.46245575,78.35771942,95000,INR,4,Posted 4 days ago,"It has a built-up area of 3070 sqft and is available for rent at Rs. 95,000 per month . Its main door is facing east direction. It is a ready-to-move-in property. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",No Deposit,Semi-Furnished
1 BHK Apartment,500 sq ft,Kondapur,Hyderabad,17.46420479,78.35929871,21900,INR,1,Posted a month ago,"Well designed 1 bhk multistorey apartment is available at a prime location in Kondapur. It has a built-up area of 500 sqft and is available for rent at Rs. 21,900 per month . Furnishings include 1 tv, 1 refrigerator, 1 sofa, 1 washing machine, 1 ac and 1 bed. It is facing north direction. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",No Deposit,Furnished
1 BHK Independent Floor,800 sq ft,Nizampet,Hyderabad,12.90564632,77.58969879,15000,INR,1,Posted a month ago,"Well designed 1 bhk builder floor is available at a prime location in Kavya Homes. The house is semi-furnished. It is north facing property. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",No Deposit,Semi-Furnished
1 BHK Apartment,750 sq ft,Kondapur,Hyderabad,17.45896149,78.35259247,23000,INR,1,Posted 2 days ago,"It’s a 1 bhk multistorey apartment situated in Kondapur, Hyderabad. It has area of 750 sqft and is available at a rent of Rs. 23,000. The house is furnished. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Kindly call us for details. ",No Deposit,Furnished
3 BHK Apartment,"1,500 sq ft",Kukatpally,Hyderabad,17.48101234,78.38072205,46000,INR,2,Posted a year ago,"It has an area of 1500 sqft with a carpet area of 1125 sqft . The property is available at a monthly rental of Rs. 46,000 . The house is semi-furnished. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",No Deposit,Semi-Furnished
3 BHK Apartment,"2,500 sq ft",Jubilee Hills,Hyderabad,17.42747688,78.40962219,60000,INR,3,Posted a year ago,"This spacious 3 bhk multistorey apartment is available for rental and is located in the heart of Jubilee Hills. It has a built-up area of 2500 sqft and is available for rent at Rs. 60,000 per month . The house is semi-furnished. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. ",No Deposit,Semi-Furnished
2 BHK Independent Floor,"1,200 sq ft",Uppal Kalan,Hyderabad,17.42674065,78.54152679,20000,INR,2,Posted a month ago,"It has area of 1200 sqft and is available at a rent of Rs. 20,000. It is a semi-furnished property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. ",No Deposit,Semi-Furnished
2 BHK Apartment,"1,200 sq ft",Kondapur,Hyderabad,17.47386551,78.36380768,26000,INR,1,Posted 2 days ago,"It has area of 1200 sqft and is available at a rent of Rs. 26,000. The house is semi-furnished. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Kindly call us for details. ",No Deposit,Semi-Furnished
1 BHK Apartment,880 sq ft,Kondapur,Hyderabad,17.47383308,78.36379242,19000,INR,1,Posted a day ago,"A spacious 1 bhk multistorey apartment is available for rental in Kondapur, Hyderabad. It is a semi-furnished property. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Please contact for more details. ",No Deposit,Semi-Furnished
3 BHK Apartment,"1,900 sq ft",Manikonda,Hyderabad,17.41038513,78.38391876,50000,INR,2,Posted 4 days ago,"It has an area of 1900 sqft with a carpet area of 1900 sqft . The property is available at a monthly rental of Rs. 50,000 . It is a semi-furnished property. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Contact us for more details. ",No Deposit,Semi-Furnished
3 BHK Apartment,"2,200 sq ft",Madhapur,Hyderabad,22.2939415,73.1737442,25000,INR,3,Posted 2 days ago,"This spacious 3 bhk multistorey apartment is available for rental and is located in BSCPL Infrastructure Luxury Apartment, one of the most prestigious projects of Madhapur. It has an area of 2200 sqft with a carpet area of 2190 sqft . The property is available at a monthly rental of Rs. 25,000 . The house is semi-furnished. This residential property is ready-to-move-in. Please contact us for more details. ",No Deposit,Semi-Furnished
2 BHK Apartment,"1,200 sq ft",Kondapur,Hyderabad,17.4605751,78.35325623,20000,INR,2,Posted 3 days ago,"It’s a 2 bhk multistorey apartment situated in Kondapur, Hyderabad. It has an area of 1200 sqft with a carpet area of 1200 sqft . The property is available at a monthly rental of Rs. 20,000 . The house is semi-furnished. It is a ready-to-move-in property. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Contact us for more details. ",No Deposit,Semi-Furnished
2 BHK Independent House,900 sq ft,Bandlaguda Jagir,Hyderabad,17.35573006,78.39322662,8000,INR,2,Posted 3 years ago,The house is semi-furnished. It is a ready-to-move-in property. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Please contact for more details.,No Deposit,Semi-Furnished
3 BHK Apartment,"1,407 sq ft",Miyapur,Hyderabad,17.4926796,78.34190369,24000,INR,3,Posted 3 years ago,"It has area of 1407 sqft and is available at a rent of Rs. 24,000. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Please contact us for more details. ",No Deposit,Semi-Furnished
2 BHK Apartment,"1,100 sq ft",Kondapur,Hyderabad,17.45555305,78.36247253,16500,INR,2,Posted 4 years ago,,No Deposit,Semi-Furnished
1 RK Studio Apartment,200 sq ft,Kothaguda,Hyderabad,17.46739197,78.37818909,9000,INR,1,Posted 3 years ago,"A spacious 1 rk independent house is available for rental in Kothaguda, Hyderabad. The house is semi-furnished. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. ",No Deposit,Semi-Furnished
2 BHK Independent Floor,"1,250 sq ft",Ameerpet,Hyderabad,17.4348011,78.44801331,14000,INR,2,Posted 2 years ago,"It’s a 2 bhk builder floor situated in Ameerpet. It has area of 1250 sqft and is available at a rent of Rs. 14,000. The house is semi-furnished. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. ",No Deposit,Semi-Furnished
3 BHK Apartment,"1,700 sq ft",Kondapur,Hyderabad,17.46299171,78.35764313,30000,INR,3,Posted a month ago,"This property beautifully designed with all the modern-day comforts in this locality. Property on rent available at affordable price in posh locality of Hyderabad
This residential property is near School, Malls, Bus stop and Supermarket available. It is also close to Hospitals also. More About This Property A spacious home designed for families aspiring for a modern lifestyle, this Apartment is available for affordable rent in Hyderabad. It is a 3 BHK Apartment situated in Kondapur at a coveted location with well-developed infrastructure. This Apartment is a good example of a well-planned residential property with all new-age conveniences available for the residents. The unit is semi furnished. The 3 BHK property has been impeccably designed property to meet the space needs of a contemporary home seeker. The property is North-East facing, built as per vaastu principles. This 3 BHK unit is built on floor 2 out of a total 5 floors. There are 3 bedrooms and 3 bathroom. There are 2 balcony, giving majestic views of the outside world. The built-up area of this property is 1700 square_feet. The carpet area of this Apartment is 1650 square_feet. The monthly rent that has to be paid is Rs 30000. The security deposit payable by the residents is Rs 30000. Project Highlights There is lift facility inside this property. Residents have access to power backup facility. State-of-the-art safety features like cctv facility gives a secure environment for families. They will also find shops and utility stores within easy reach",No Deposit,Semi-Furnished
2 BHK Apartment,"1,200 sq ft",Kondapur,Hyderabad,17.46299171,78.35764313,25000,INR,2,Posted 17 days ago,"It’s a 2 bhk multistorey apartment situated in Kondapur, Hyderabad. It has an area of 1200 sqft with a carpet area of 1200 sqft . The property is available at a monthly rental of Rs. 25,000 . It is a semi-furnished property. It is northwest facing property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. Please contact us for more details. ",No Deposit,Semi-Furnished
3 BHK Apartment,"1,905 sq ft",Kokapet,Hyderabad,17.39727974,78.32949066,70000,INR,3,Posted 2 days ago,"A 3 bhk property is available for rental in ASBL ASBL Spire, Kokapet, Hyderabad. It is a furnished property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Please contact for more details. ",No Deposit,Furnished
1 BHK Apartment,600 sq ft,Kondapur,Hyderabad,17.46209908,78.35467529,16000,INR,1,Posted 4 days ago,"This is a modern and stylish home available for affordable rent in Hyderabad. It is a 1 BHK Apartment situated at Kondapur. Designed to meet your lifestyle needs, the Apartment provides a range of modern amenities for the comfort of the residents. It is Semi Furnished. Modern home seekers will experience a comfortable living in this 1 BHK property. The Apartment is on 2 floor, and the total number of floors is 5. The 1 BHK unit is elegantly designed to meet your housing needs. The Apartment has 1 bedroom. It has 1 bathroom. The 1 BHK unit also includes 1 balcony giving splendid views of the surroundings. It is a North facing unit, designed as per vaastu principles. The built-up area of the Apartment is 600 Square feet. The carpet area is 600 Square feet. The monthly rent for the Apartment is Rs 16000. The security deposit is Rs 16000. Project Highlights The developer also offers 1 BHK units as a part of this project. There is a provision for lift facility. Modern safety features like cctv facility have also been installed in the property. The locality Kondapur enjoys good connectivity and convenience in terms of a well-developed social infrastructure",No Deposit,Semi-Furnished
3 BHK Apartment,"2,000 sq ft",Himayat Nagar,Hyderabad,17.40509033,78.49104309,40000,INR,3,Posted 3 days ago,"It’s a 3 bhk multistorey apartment situated in Himayat Nagar, Hyderabad. The house is semi-furnished. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. If you are interested, please contact us for more details. ",No Deposit,Semi-Furnished
2 BHK Apartment,"1,280 sq ft",Madhapur,Hyderabad,17.45284462,78.39305878,38000,INR,2,Posted 5 days ago,"Well designed 2 bhk multistorey apartment is available at a prime location in Madhapur. It has a built-up area of 1280 sqft and is available for rent at Rs. 38,000 per month . It is a furnished property. It is a ready-to-move-in property. The site is in close proximity to various civic utilities. Contact us for more details. ",No Deposit,Furnished
3 BHK Apartment,"2,500 sq ft",Kondapur,Hyderabad,17.45944405,78.35438538,28000,INR,1,Posted 3 years ago,"It has an area of 2500 sqft . The property is available at a monthly rental of Rs. 28,000 . It is a semi-furnished property. It is facing east direction. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Contact us for more details. ",No Deposit,Semi-Furnished
2 BHK Apartment,"1,150 sq ft",Nallagandla Gachibowli,Hyderabad,21.18495941,72.7760849,12000,INR,2,Posted 3 years ago,"It has a built-up area of 1150 sqft and is available for rent at Rs. 12,000 per month . It is a semi-furnished property. It has lift available. Other amenities include intercom, club house, power backup, children's play area and gymnasium. It is facing west direction. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. Please contact us for more details. ",No Deposit,Semi-Furnished
1 BHK Apartment,580 sq ft,Kondapur,Hyderabad,17.46420479,78.35929871,24500,INR,1,Posted a month ago,"It’s a 1 bhk multistorey apartment situated in Kondapur, Hyderabad. It has an area of 580 sqft . The property is available at a monthly rental of Rs. 24,500 . It is a furnished property. Furnishings include 1 tv, 1 refrigerator, 1 sofa, 1 washing machine, 1 microwave, 1 ac and 1 bed. Its main door is facing north direction. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact for more details. ",No Deposit,Furnished
2 BHK Apartment,"1,250 sq ft",Kondapur,Hyderabad,17.46947479,78.36172485,26500,INR,2,Posted 2 days ago,"Are you looking for an affordable Apartment for rent in Hyderabad?. Here is a spacious 2 BHK Apartment in Kondapur, promising a comfortable lifestyle. The Apartment is Semi Furnished. Built on floor 2 out of a total 5 floors, it is an ideal home providing beautiful views of the city’s skyline. This property is designed to suit your space needs and has 2 bedrooms and 2 bathroom. It also includes 2 balcony. This rented Apartment is North facing and compliant with vaastu Shastra principles. Nestled inside a gated society, this 2 BHK Apartment is a perfect accommodation for families seeking a contemporary lifestyle. The built-up area of the residential property is 1250 Square feet. The Apartment is available for a monthly rent of Rs 26500. The security deposit payable is Rs 26500. Project Highlights The developer is known for delivering quality projects in Hyderabad. There are attractive amenities available for the residents of this Apartment that fulfil all the needs of a modern-day lifestyle",No Deposit,Semi-Furnished
2 BHK Apartment,"1,400 sq ft",Kondapur,Hyderabad,17.46947479,78.36172485,26000,INR,2,Posted 3 days ago,"This spacious 2 bhk multistorey apartment is available for rental and is located in the heart of Kondapur. It has an area of 1400 sqft with a carpet area of 1200 sqft . The property is available at a monthly rental of Rs. 26,000 . The house is semi-furnished. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. ",No Deposit,Semi-Furnished
4 BHK Independent Floor,"3,000 sq ft",Nagole,Hyderabad,17.36740494,78.56008911,40000,INR,3,Posted a month ago,"This spacious 4 bhk builder floor is available for rental and is located in Renuka Residency Nagole, one of the most prestigious projects of Nagole. It has area of 3000 sqft and is available at a rent of Rs. 40,000. The house is semi-furnished. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Contact us for more details. ",No Deposit,Semi-Furnished
3 BHK Apartment,"1,350 sq ft",Puppalaguda,Hyderabad,17.38625717,78.36991119,26000,INR,3,Posted 4 days ago,"A spacious 3 bhk multistorey apartment is available for rental in Puppalaguda, Hyderabad. It has an area of 1350 sqft with a carpet area of 1350 sqft . The property is available at a monthly rental of Rs. 26,000 . The house is unfurnished. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Kindly call us for details. ",No Deposit,Unfurnished
1 BHK Apartment,550 sq ft,Kondapur,Hyderabad,17.46299171,78.35764313,24000,INR,1,Posted 3 days ago,"A 1 bhk property is available for rent in Kondapur, Hyderabad. It has an area of 550 sqft with a carpet area of 550 sqft . The property is available at a monthly rental of Rs. 24,000 . It is a ready-to-move-in property. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",No Deposit,Furnished
2 BHK Apartment,"1,200 sq ft",Kondapur,Hyderabad,17.46299171,78.35764313,25000,INR,2,Posted 3 days ago,"This property beautifully designed with all the modern-day comforts in this locality. Property on rent available at affordable price in posh locality of Hyderabad
This residential property is near School, Malls, Bus stop and Supermarket available. It is also close to Hospitals also.
Contact now for more information More About This Property Your search for a spacious home at affordable rent in Hyderabad ends here. This 2 BHK Apartment in Kondapur is all that you have been looking for! Designed as North-East facing, the unit is compliant with vaastu principles. The 2 BHK property offers a serene environment with excellent views of the city. This Apartment is equipped with the latest lifestyle amenities and all the conveniences at the doorstep. It is semi furnished Apartment. This unit is built on floor 3 out of a total 5 floors. The Apartment has been thoughtfully designed to meet a family’s space needs, with 2 bedrooms. It includes 2 bathroom. There are 1 balcony that lets you enjoy scenic views. The built-up area of this Apartment is 1200 square feet. The carpet area is 1150 square feet. Residents need to pay a monthly rent of Rs 25000. The security deposit payable is Rs 25000. Project Highlights There is a provision for lift facility. The property also has power backup facility. A cctv facility has been installed in this property which provides a secure lifestyle for the occupants. The Apartment is in proximity to major landmarks in Hyderabad. Families of this Apartment have easy access to healthcare centres when they need medical assistance, especially in emergencies",No Deposit,Semi-Furnished
3 BHK Apartment,"1,750 sq ft",Madhapur,Hyderabad,22.31347084,73.17019653,20000,INR,3,Posted 2 days ago,"It’s a 3 bhk multistorey apartment situated in BSCPL Infrastructure Luxury Apartment, Madhapur, Hyderabad. It has area of 1750 sqft and is available at a rent of Rs. 20,000. The house is semi-furnished. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. Please contact us for more details. ",No Deposit,Semi-Furnished
3 BHK Apartment,"1,700 sq ft",Kondapur,Hyderabad,17.46844292,78.36133575,32000,INR,3,Posted 2 days ago,"It has area of 1700 sqft and is available at a rent of Rs. 32,000. The house is semi-furnished. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Contact us for more details. ","32,000",Semi-Furnished
1 RK Studio Apartment,700 sq ft,Himayat Nagar,Hyderabad,17.40666389,78.49146271,12000,INR,1,Posted a month ago,"This is a well-designed 1 BHK Independent House available for rent. It is situated in a prime location of Hyderabad at Himayat Nagar. This modern Independent House is semi furnished. The 1 BHK unit fulfills all the needs of a modern lifestyle for families. The Independent House provides complete comfort for the residents. The Independent House lets you enjoy the lush greenery around. Meticulously designed to meet your housing needs, this unit has 1 bedroom and 1 bathroom. It includes 1 balcony allowing residents to catch a glimpse of the city?s skyline. This rented Independent House has been developed as North facing in compliance with vaastu principles. The total built-up area is 700 square feet. The total monthly rent is Rs 12000. The security deposit payable is Rs 12000. Project Highlights Numerous facilities have been provided for the comfort of the residents of this Independent House. This gated society at Himayat Nagar brings all the modern conveniences to your doorstep. The locality is well-developed and gives access to important landmarks of Hyderabad",No Deposit,Semi-Furnished
3 BHK Apartment,"1,800 sq ft",Nallakunta,Hyderabad,17.40211487,78.51926422,30000,INR,3,Posted 6 days ago,"It’s a 3 bhk multistorey apartment situated in SV Groups DD Colony, Nallakunta. It has area of 1800 sqft and is available at a rent of Rs. 30,000. It is a semi-furnished property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",No Deposit,Semi-Furnished
1 BHK Apartment,650 sq ft,Kondapur,Hyderabad,17.46209908,78.35467529,26000,INR,1,Posted 3 days ago,"If you are looking for a modern house on rent in Hyderabad, this Apartment in Kondapur can be your perfect home. It is a 1 BHK Apartment designed to meet your space and lifestyle needs. The 1 BHK unit is Fully Furnished. This rented 1 BHK property is spacious and well-designed, with access to all the conveniences for any modern home seeker. It is located on floor 1 out of a total 6 floors . The Apartment has 1 bedroom and 1 bathroom. It also has 1 balcony, giving uninterrupted views of the surroundings. There is lush greenery around this Apartment. The carpet area of this unit is 650 Square feet. The built-up area is 650 Square feet. The monthly rent payable for this Apartment is Rs 26000. The security deposit is Rs 26000. Project Highlights The project also offers 1 BHK units",No Deposit,Furnished
2 BHK Apartment,"1,150 sq ft",Kondapur,Hyderabad,17.46209908,78.35467529,26000,INR,2,Posted 4 days ago,"This Apartment can be a comfortable and affordable home for your family. It is a 2 BHK unit available on rent at Kondapur in Hyderabad. This Apartment comes with a plethora of amenities to meet your modern lifestyle needs. It is semi furnished. It is located on floor 2 of the building having a total 5 floors. Offering beautiful city views, this 2 BHK has been thoughtfully developed. It includes a total of 2 bedrooms and 2 bathroom. The property is East facing. It also includes 1 balcony that can be a perfect place for relaxation. The built-up area of the Apartment is 1150 square_feet. The carpet area is 1150 square_feet. The Apartment is available for a monthly rent of Rs 26000. The security deposit payable is Rs 26000. Project Highlights There is a provision for lift facility. Residents have access to power backup facility. The property provides a secure environment for the residents as it has the latest safety features like cctv facility. The locality Kondapur where this Apartment is situated, has well-equipped social infrastructure",No Deposit,Semi-Furnished
3 BHK Apartment,"1,800 sq ft",Lakdikapul,Hyderabad,17.39722443,78.4666748,32000,INR,3,Posted 3 days ago,"It has an area of 1800 sqft . The property is available at a monthly rental of Rs. 32,000 . It is a semi-furnished property. It is a ready-to-move-in property. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",No Deposit,Semi-Furnished
5 BHK Villa,"5,371 sq ft",Narsingi,Hyderabad,17.37867928,78.37863922,200000,INR,7,Posted 2 days ago,"It’s a 5 bhk villa situated in Vessella Group Meadows, Narsingi, Hyderabad. It has an area of 5371 sqft . The property is available at a monthly rental of Rs. 2.00 lac . It is a semi-furnished property. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact for more details. "," 6,30,000",Semi-Furnished
3 BHK Apartment,"1,875 sq ft",Kondapur,Hyderabad,17.45925522,78.36229706,70000,INR,3,Posted 2 days ago,"A spacious 3 bhk multistorey apartment is available for rental in BSCPL Infrastructure Bollineni Bion, Kondapur, Hyderabad. It has a built-up area of 1875 sqft and is available for rent at Rs. 70,000 per month . The house is semi-furnished. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. "," 1,40,000",Semi-Furnished
2 BHK Apartment,"1,300 sq ft",Nizampet,Hyderabad,12.90476418,77.58844757,23000,INR,2,Posted 17 days ago,"It has area of 1300 sqft and is available at a rent of Rs. 23,000. It is a semi-furnished property. It is a ready-to-move-in property. It is made in way to provide a comfortable living. If you are interested, please contact us for more details. ",No Deposit,Semi-Furnished
1 BHK Apartment,600 sq ft,Kondapur,Hyderabad,17.45752716,78.36547089,17900,INR,1,Posted 3 days ago,This spacious 1 bhk multistorey apartment is available for rental and is located in the heart of Kondapur. The house is semi-furnished. It is a ready-to-move-in property. It is made in way to provide a comfortable living. Kindly call us for details.,"17,900",Semi-Furnished
3 BHK Apartment,"1,450 sq ft",Kukatpally,Hyderabad,17.48802376,78.40235901,32000,INR,3,Posted a year ago,"A 3 bhk property is available for rent in Kukatpally, Hyderabad. The house is semi-furnished. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Contact us for more details. ",No Deposit,Semi-Furnished
1 BHK Apartment,550 sq ft,Madhapur,Hyderabad,17.44905853,78.39211273,24000,INR,1,Posted a month ago,"This spacious 1 bhk multistorey apartment is available for rental and is located in the heart of Madhapur. It has an area of 550 sqft . The property is available at a monthly rental of Rs. 24,000 . It is a furnished property. Furnishings include 1 tv, 1 refrigerator, 1 sofa, 1 washing machine, 1 ac and 1 bed. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. If you are interested, please contact us for more details. ",No Deposit,Furnished
2 BHK Independent Floor,"1,500 sq ft",Uppal Kalan,Hyderabad,17.42674065,78.54152679,15000,INR,2,Posted a month ago,"It has a built-up area of 1500 sqft and is available for rent at Rs. 15,000 per month . It is an unfurnished property. It is a ready-to-move-in property. It is well connected to the city areas. Contact us for more details. ",No Deposit,Unfurnished
3 BHK Apartment,"1,250 sq ft",Narsingi,Hyderabad,17.39074135,78.3588562,30000,INR,3,Posted 4 days ago,"It’s a 3 bhk multistorey apartment situated in Narsingi, Hyderabad. The house is semi-furnished. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. Contact us for more details. ",No Deposit,Semi-Furnished
